episode,state,total_reward,fidelity,log_infidelity,avg_fidelity,pulse_params,time_step
32,[1. 0. 0. 1. 0. 0. 0. 0.],17.795504377884097,0.8986080694026396,0.9939966074927203,0.9324053796017596,"{'omega': 0.0, 'delta': 2.0, 'phase': -3.141592653589793}",32
33,[1. 0. 0. 1. 0. 0. 0. 0.],20.818960947858557,0.905259281593947,1.0234633263992625,0.9368395210626312,"{'omega': 0.0, 'delta': 2.0, 'phase': -3.141592653589793}",32
34,[1. 0. 0. 1. 0. 0. 0. 0.],14.833919480364411,0.6330483455209791,0.4353911498515596,0.7553655636806527,"{'omega': -2.0, 'delta': 2.0, 'phase': -3.141592653589793}",32
35,[1. 0. 0. 1. 0. 0. 0. 0.],10.829481785094814,0.5292713960238241,0.32722941084662815,0.6861809306825494,"{'omega': -2.0, 'delta': 2.0, 'phase': 3.141592653589793}",32
36,[1. 0. 0. 1. 0. 0. 0. 0.],19.082704095850726,0.6742653151675766,0.4871359944922109,0.782843543445051,"{'omega': -2.0, 'delta': 0.0, 'phase': -3.141592653589793}",32
37,[1. 0. 0. 1. 0. 0. 0. 0.],13.947922733834972,0.32167739656046845,0.16856371089384187,0.5477849310403123,"{'omega': 0.0, 'delta': 2.0, 'phase': 0.0}",32
38,[1. 0. 0. 1. 0. 0. 0. 0.],20.016580330823587,0.7485261998319431,0.599507255280624,0.832350799887962,"{'omega': 0.0, 'delta': 0.0, 'phase': 0.0}",32
39,[1. 0. 0. 1. 0. 0. 0. 0.],17.345137889075666,0.5747961765964845,0.3714028389850923,0.7165307843976564,"{'omega': -2.0, 'delta': 0.0, 'phase': 3.141592653589793}",32
40,[1. 0. 0. 1. 0. 0. 0. 0.],21.873937936966215,0.9727504588278809,1.5646408059779604,0.9818336392185874,"{'omega': -2.0, 'delta': 0.0, 'phase': 3.141592653589793}",32
41,[1. 0. 0. 1. 0. 0. 0. 0.],24.96463429486293,0.7749863062344089,0.6477910510181244,0.8499908708229392,"{'omega': -2.0, 'delta': -2.0, 'phase': -3.141592653589793}",32
42,[1. 0. 0. 1. 0. 0. 0. 0.],21.773240794116692,0.49294986471033914,0.2949490970706655,0.6619665764735595,"{'omega': 2.0, 'delta': 2.0, 'phase': 0.0}",32
43,[1. 0. 0. 1. 0. 0. 0. 0.],14.026029949658552,0.4696568458040931,0.2754430327595696,0.6464378972027287,"{'omega': -2.0, 'delta': 2.0, 'phase': -3.141592653589793}",32
44,[1. 0. 0. 1. 0. 0. 0. 0.],16.460179842781752,0.8056353483034839,0.7113827155878665,0.8704235655356559,"{'omega': -2.0, 'delta': 0.0, 'phase': 3.141592653589793}",32
45,[1. 0. 0. 1. 0. 0. 0. 0.],19.957408550117922,0.9147235264864398,1.0691707675725226,0.9431490176576265,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",32
46,[1. 0. 0. 1. 0. 0. 0. 0.],21.174653993030507,0.9996101198824094,3.4090689116211337,0.9997400799216063,"{'omega': 2.0, 'delta': 2.0, 'phase': 3.141592653589793}",11
47,[1. 0. 0. 1. 0. 0. 0. 0.],21.25267038588171,0.732752527723468,0.5730863938143966,0.8218350184823121,"{'omega': 0.0, 'delta': 0.0, 'phase': 3.141592653589793}",32
48,[1. 0. 0. 1. 0. 0. 0. 0.],19.717395512114425,0.722894779057867,0.5573552915941731,0.8152631860385781,"{'omega': -2.0, 'delta': 0.0, 'phase': 0.0}",32
49,[1. 0. 0. 1. 0. 0. 0. 0.],19.941921451777837,0.9239651700929455,1.118987421253899,0.9493101133952969,"{'omega': -2.0, 'delta': -2.0, 'phase': 3.141592653589793}",32
50,[1. 0. 0. 1. 0. 0. 0. 0.],17.41186931386612,0.8985586175466085,0.9937848408130099,0.932372411697739,"{'omega': -2.0, 'delta': -2.0, 'phase': 0.0}",32
51,[1. 0. 0. 1. 0. 0. 0. 0.],17.3807723119564,0.7362090211149043,0.5787400605235941,0.8241393474099361,"{'omega': 2.0, 'delta': 2.0, 'phase': 0.0}",32
52,[1. 0. 0. 1. 0. 0. 0. 0.],14.669336846830145,0.8575611362696622,0.8463714994572935,0.9050407575131082,"{'omega': -2.0, 'delta': -2.0, 'phase': -3.141592653589793}",32
53,[1. 0. 0. 1. 0. 0. 0. 0.],24.003826279171093,0.9151775227871601,1.0714890482621036,0.9434516818581068,"{'omega': 0.0, 'delta': 2.0, 'phase': -3.141592653589793}",32
54,[1. 0. 0. 1. 0. 0. 0. 0.],16.755984809380855,0.790785989529188,0.6794092353572424,0.8605239930194587,"{'omega': 0.0, 'delta': -2.0, 'phase': -3.141592653589793}",32
55,[1. 0. 0. 1. 0. 0. 0. 0.],23.67448453083293,0.852396505566074,0.8309033607012771,0.9015976703773827,"{'omega': 0.0, 'delta': 2.0, 'phase': -3.141592653589793}",32
56,[1. 0. 0. 1. 0. 0. 0. 0.],17.438916054386322,0.952853685579154,1.3265522517972916,0.968569123719436,"{'omega': 0.0, 'delta': 0.0, 'phase': 0.0}",32
57,[1. 0. 0. 1. 0. 0. 0. 0.],19.67389593057611,0.5823939661699928,0.37923323500544526,0.7215959774466619,"{'omega': 0.0, 'delta': 2.0, 'phase': 0.0}",32
58,[1. 0. 0. 1. 0. 0. 0. 0.],19.70557759937204,0.9994249870526467,3.240322376352483,0.9996166580350977,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
59,[1. 0. 0. 1. 0. 0. 0. 0.],16.67679398473413,0.4968019338108234,0.2982610365711011,0.664534622540549,"{'omega': 2.0, 'delta': 0.0, 'phase': 0.0}",32
60,[1. 0. 0. 1. 0. 0. 0. 0.],20.32084776852423,0.6314497091000901,0.4335032416717381,0.7542998060667268,"{'omega': 2.0, 'delta': 0.0, 'phase': 0.0}",32
61,[1. 0. 0. 1. 0. 0. 0. 0.],15.788597064706243,0.6674132767332086,0.47809509163801833,0.7782755178221391,"{'omega': 2.0, 'delta': 0.0, 'phase': 0.0}",32
62,[1. 0. 0. 1. 0. 0. 0. 0.],28.04688816354054,0.909948912732514,1.04551103918627,0.939965941821676,"{'omega': 0.0, 'delta': 0.0, 'phase': 3.141592653589793}",32
63,[1. 0. 0. 1. 0. 0. 0. 0.],15.778316826325643,0.4564175040639608,0.2647345365620297,0.6376116693759739,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",32
64,[1. 0. 0. 1. 0. 0. 0. 0.],11.929654296777699,0.6139776577719321,0.41338755847446434,0.7426517718479548,"{'omega': 2.0, 'delta': -2.0, 'phase': 0.0}",32
65,[1. 0. 0. 1. 0. 0. 0. 0.],23.3900806574155,0.8605219343003245,0.8554940841078066,0.9070146228668831,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",32
66,[1. 0. 0. 1. 0. 0. 0. 0.],23.16880848661842,0.9512513793460338,1.3120376681879262,0.9675009195640225,"{'omega': 2.0, 'delta': 0.0, 'phase': -3.141592653589793}",32
67,[1. 0. 0. 1. 0. 0. 0. 0.],14.236921660779673,0.5582339763244636,0.3548076888666858,0.7054893175496423,"{'omega': 2.0, 'delta': 2.0, 'phase': 0.0}",32
68,[1. 0. 0. 1. 0. 0. 0. 0.],17.65291846249659,0.5036110408265356,0.30417788676912816,0.6690740272176905,"{'omega': 2.0, 'delta': -2.0, 'phase': 0.0}",32
69,[1. 0. 0. 1. 0. 0. 0. 0.],26.88313274111864,0.9990976893648796,3.0446439237729055,0.9993984595765865,"{'omega': 2.0, 'delta': -2.0, 'phase': 0.0}",32
70,[1. 0. 0. 1. 0. 0. 0. 0.],24.586498237237087,0.8250292742892806,0.7570346068896829,0.8833528495261871,"{'omega': 2.0, 'delta': -2.0, 'phase': 0.0}",32
71,[1. 0. 0. 1. 0. 0. 0. 0.],19.16740640546721,0.9990950318762153,3.0433667179309434,0.9993966879174768,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",8
72,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': -3.141592653589793}",6
73,[1. 0. 0. 1. 0. 0. 0. 0.],25.194506293392084,0.7461671043674201,0.5954520959294887,0.83077806957828,"{'omega': 2.0, 'delta': -2.0, 'phase': 0.0}",32
74,[1. 0. 0. 1. 0. 0. 0. 0.],21.911280982137107,0.9996658010459826,3.4759949137040573,0.9997772006973218,"{'omega': 0.0, 'delta': 2.0, 'phase': -3.141592653589793}",8
75,[1. 0. 0. 1. 0. 0. 0. 0.],22.103205907896253,0.40113688515725676,0.22267243514349552,0.6007579234381711,"{'omega': 2.0, 'delta': -2.0, 'phase': 0.0}",32
76,[1. 0. 0. 1. 0. 0. 0. 0.],19.20051095185956,0.8867892856867671,0.9461124693763818,0.9245261904578447,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",32
77,[1. 0. 0. 1. 0. 0. 0. 0.],23.912543358480747,0.8786963770950496,0.9161262281183224,0.9191309180633663,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",32
78,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
79,[1. 0. 0. 1. 0. 0. 0. 0.],21.498068744234903,0.8541370227027628,0.8360549260358434,0.9027580151351753,"{'omega': 2.0, 'delta': -2.0, 'phase': 0.0}",32
80,[1. 0. 0. 1. 0. 0. 0. 0.],20.82146620222892,0.8987064781647234,0.9944183287873596,0.9324709854431489,"{'omega': 2.0, 'delta': 0.0, 'phase': 0.0}",32
81,[1. 0. 0. 1. 0. 0. 0. 0.],20.79748613138876,0.6436789179375658,0.4481584814589181,0.7624526119583773,"{'omega': 0.0, 'delta': 0.0, 'phase': -3.141592653589793}",32
82,[1. 0. 0. 1. 0. 0. 0. 0.],19.838621148958993,0.9992697439527318,3.136524837936303,0.9995131626351546,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",7
83,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
84,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
85,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
86,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
87,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
88,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
89,[1. 0. 0. 1. 0. 0. 0. 0.],21.44546838622603,0.8284470824504501,0.7656018916276518,0.8856313883003001,"{'omega': 0.0, 'delta': -2.0, 'phase': 0.0}",32
90,[1. 0. 0. 1. 0. 0. 0. 0.],20.441790169144966,0.9996145233980924,3.4140019781080255,0.9997430155987282,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
91,[1. 0. 0. 1. 0. 0. 0. 0.],19.09180686676436,0.6918945505870201,0.5113006203164336,0.7945963670580133,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",32
92,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
93,[1. 0. 0. 1. 0. 0. 0. 0.],20.35321424385981,0.6281371185638285,0.42961716983132464,0.7520914123758856,"{'omega': 0.0, 'delta': 2.0, 'phase': -3.141592653589793}",32
94,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
95,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
96,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
97,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
98,[1. 0. 0. 1. 0. 0. 0. 0.],20.880190061066468,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",7
99,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
100,[1. 0. 0. 1. 0. 0. 0. 0.],21.006168572804068,0.43922135328788264,0.25120853175975666,0.6261475688585884,"{'omega': -2.0, 'delta': 0.0, 'phase': 3.141592653589793}",32
101,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
102,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
103,[1. 0. 0. 1. 0. 0. 0. 0.],16.692244577085543,0.42835555862820174,0.24287401519898985,0.6189037057521345,"{'omega': -2.0, 'delta': 2.0, 'phase': -3.141592653589793}",32
104,[1. 0. 0. 1. 0. 0. 0. 0.],20.613010077502462,0.4247595587374702,0.2401505892458954,0.6165063724916467,"{'omega': 0.0, 'delta': 2.0, 'phase': -3.141592653589793}",32
105,[1. 0. 0. 1. 0. 0. 0. 0.],19.45754874272129,0.8464606086181687,0.8137801852352028,0.8976404057454458,"{'omega': 2.0, 'delta': -2.0, 'phase': 3.141592653589793}",32
106,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
107,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
108,[1. 0. 0. 1. 0. 0. 0. 0.],19.448616368050406,0.50467649116924,0.30511105923097875,0.6697843274461599,"{'omega': -2.0, 'delta': 0.0, 'phase': -3.141592653589793}",32
109,[1. 0. 0. 1. 0. 0. 0. 0.],25.1187218121856,0.7816991058134063,0.6609444853650336,0.8544660705422708,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",32
110,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
111,[1. 0. 0. 1. 0. 0. 0. 0.],21.309190067240426,0.49194684818393836,0.29409085005290636,0.6612978987892922,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",32
112,[1. 0. 0. 1. 0. 0. 0. 0.],22.309282683826492,0.8060917772377244,0.7124037740849656,0.8707278514918162,"{'omega': 2.0, 'delta': 0.0, 'phase': 3.141592653589793}",32
113,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
114,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
115,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
116,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
117,[1. 0. 0. 1. 0. 0. 0. 0.],21.323741347344903,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",8
118,[1. 0. 0. 1. 0. 0. 0. 0.],19.688337048612276,0.9990950318762155,3.04336671793105,0.999396687917477,"{'omega': 2.0, 'delta': 2.0, 'phase': 0.0}",8
119,[1. 0. 0. 1. 0. 0. 0. 0.],19.853644241159678,0.9298260595233809,1.1538241358525048,0.9532173730155873,"{'omega': 2.0, 'delta': -2.0, 'phase': 0.0}",32
120,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
121,[1. 0. 0. 1. 0. 0. 0. 0.],20.51524549440634,0.6339888101342306,0.4365056369480219,0.755992540089487,"{'omega': -2.0, 'delta': 0.0, 'phase': -3.141592653589793}",32
122,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
123,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
124,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
125,[1. 0. 0. 1. 0. 0. 0. 0.],17.304693012875553,0.5203512315129957,0.31907666625704323,0.6802341543419971,"{'omega': -2.0, 'delta': 0.0, 'phase': -3.141592653589793}",32
126,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
127,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
128,[1. 0. 0. 1. 0. 0. 0. 0.],23.240285668002812,0.7134035608887698,0.5427292099050058,0.8089357072591797,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",32
129,[1. 0. 0. 1. 0. 0. 0. 0.],24.618463864091794,0.8489347561608892,0.8208354439678409,0.8992898374405929,"{'omega': -2.0, 'delta': 0.0, 'phase': -3.141592653589793}",32
130,[1. 0. 0. 1. 0. 0. 0. 0.],23.88546161923401,0.9934487451222491,2.1836755039343414,0.9956324967481661,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",32
131,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
132,[1. 0. 0. 1. 0. 0. 0. 0.],28.767378314532408,0.9933604276543672,2.1778598926068398,0.9955736184362447,"{'omega': 2.0, 'delta': 0.0, 'phase': 3.141592653589793}",32
133,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
134,[1. 0. 0. 1. 0. 0. 0. 0.],27.058920413302396,0.999516332187917,3.3154528137897263,0.9996775547919446,"{'omega': 2.0, 'delta': -2.0, 'phase': 0.0}",13
135,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
136,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
137,[1. 0. 0. 1. 0. 0. 0. 0.],25.73747161753921,0.9992745472671036,3.139390878899597,0.9995163648447357,"{'omega': 2.0, 'delta': 0.0, 'phase': -3.141592653589793}",12
138,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
139,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
140,[1. 0. 0. 1. 0. 0. 0. 0.],20.850772156083217,0.9996867752157412,3.504143881221479,0.9997911834771608,"{'omega': 0.0, 'delta': 2.0, 'phase': 3.141592653589793}",6
