episode,total_reward,fidelity,log_infidelity,avg_fidelity,control_pulse_params,time_step
20,10.27430038020638,0.03969901811822537,0.0175926270816196,0.23175921449458028,"[{'omega1': 1.999997, 'delta1': 2.0, 'omega2': 2.0, 'delta2': -2.0, 'coupling_strength_zx': -2.0}, {'omega1': 1.0953406, 'delta1': 2.0, 'omega2': 2.0, 'delta2': 1.999739, 'coupling_strength_zx': -2.0}, {'omega1': 2.0, 'delta1': -2.0, 'omega2': -1.9999963, 'delta2': 1.9997891, 'coupling_strength_zx': -1.9665784}, {'omega1': 1.9999995, 'delta1': -1.9999849, 'omega2': 1.999996, 'delta2': 1.9998428, 'coupling_strength_zx': -2.0}, {'omega1': 2.0, 'delta1': -1.9999218, 'omega2': -2.0, 'delta2': -2.0, 'coupling_strength_zx': -1.9999998}]",5
21,10.045834405992704,0.08738823078490668,0.03971393478293603,0.26991058462792533,"[{'omega1': 1.9999859, 'delta1': 2.0, 'omega2': 1.9989133, 'delta2': -1.9998391, 'coupling_strength_zx': -2.0}, {'omega1': 1.9997617, 'delta1': 2.0, 'omega2': 1.9999999, 'delta2': 2.0, 'coupling_strength_zx': -2.0}, {'omega1': 1.1617985, 'delta1': -1.9998212, 'omega2': -1.9999669, 'delta2': -2.0, 'coupling_strength_zx': -2.0}, {'omega1': -1.9955317, 'delta1': -1.9999993, 'omega2': 1.9777168, 'delta2': 1.9998741, 'coupling_strength_zx': -1.9999999}, {'omega1': 2.0, 'delta1': 1.9999222, 'omega2': 1.9968952, 'delta2': 1.9999912, 'coupling_strength_zx': -1.0058689}]",5
22,10.77871326579316,0.14453388501640668,0.06779718818844803,0.3156271080131253,"[{'omega1': 1.9999467, 'delta1': -1.9966285, 'omega2': 2.0, 'delta2': -2.0, 'coupling_strength_zx': -2.0}, {'omega1': 1.9978584, 'delta1': 2.0, 'omega2': 2.0, 'delta2': 2.0, 'coupling_strength_zx': 1.974108}, {'omega1': -1.9999998, 'delta1': 1.7736907, 'omega2': 2.0, 'delta2': 0.18067655, 'coupling_strength_zx': -2.0}, {'omega1': 1.994065, 'delta1': 2.0, 'omega2': 1.9999996, 'delta2': 1.9998866, 'coupling_strength_zx': -1.9999979}, {'omega1': 1.7518755, 'delta1': -2.0, 'omega2': 1.9999996, 'delta2': -1.998684, 'coupling_strength_zx': -2.0}]",5
23,9.095539434062019,0.1342737278887387,0.06261940279018362,0.30741898231099096,"[{'omega1': -1.9999791, 'delta1': 2.0, 'omega2': 2.0, 'delta2': -2.0, 'coupling_strength_zx': -2.0}, {'omega1': 2.0, 'delta1': 1.9999999, 'omega2': 2.0, 'delta2': 2.0, 'coupling_strength_zx': -2.0}, {'omega1': -1.9511001, 'delta1': 1.9438738, 'omega2': 1.1492069, 'delta2': 1.9999996, 'coupling_strength_zx': -2.0}, {'omega1': -1.9999833, 'delta1': -1.9999931, 'omega2': 1.9999987, 'delta2': -2.0, 'coupling_strength_zx': -1.9994869}, {'omega1': 1.3130023, 'delta1': -2.0, 'omega2': -1.9856037, 'delta2': -2.0, 'coupling_strength_zx': -1.9796721}]",5
24,10.270717597651862,0.015450300906877589,0.006762356217463833,0.21236024072550208,"[{'omega1': 1.1927177, 'delta1': 2.0, 'omega2': 2.0, 'delta2': -2.0, 'coupling_strength_zx': -2.0}, {'omega1': -1.9997609, 'delta1': 2.0, 'omega2': 2.0, 'delta2': 2.0, 'coupling_strength_zx': -2.0}, {'omega1': 2.0, 'delta1': -0.1653989, 'omega2': 2.0, 'delta2': -2.0, 'coupling_strength_zx': -2.0}, {'omega1': 1.9999987, 'delta1': 2.0, 'omega2': -1.9999995, 'delta2': -2.0, 'coupling_strength_zx': -2.0}, {'omega1': 2.0, 'delta1': 0.4701226, 'omega2': 1.9999955, 'delta2': 1.9748858, 'coupling_strength_zx': -1.9997574}]",5
25,10.491177802813056,0.06536039766656176,0.029355821096319276,0.2522883181332494,"[{'omega1': -1.9993753, 'delta1': 2.0, 'omega2': 1.9985185, 'delta2': -2.0, 'coupling_strength_zx': -2.0}, {'omega1': 2.0, 'delta1': 2.0, 'omega2': 2.0, 'delta2': 2.0, 'coupling_strength_zx': -2.0}, {'omega1': -1.9998286, 'delta1': -1.9999994, 'omega2': 2.0, 'delta2': -1.9994355, 'coupling_strength_zx': -1.4168692}, {'omega1': -1.9988922, 'delta1': -1.9996746, 'omega2': 2.0, 'delta2': 1.9938939, 'coupling_strength_zx': 1.9861206}, {'omega1': -1.9999999, 'delta1': 1.9999992, 'omega2': 2.0, 'delta2': 2.0, 'coupling_strength_zx': -1.997004}]",5
26,10.925542418913325,0.11452938366031837,0.05282584596263226,0.2916235069282547,"[{'omega1': -0.24751537, 'delta1': 2.0, 'omega2': 2.0, 'delta2': -2.0, 'coupling_strength_zx': -2.0}, {'omega1': -1.999925, 'delta1': 2.0, 'omega2': 2.0, 'delta2': 1.9999994, 'coupling_strength_zx': -2.0}, {'omega1': 1.9999999, 'delta1': 1.9739114, 'omega2': -0.9903083, 'delta2': -2.0, 'coupling_strength_zx': -1.9999902}, {'omega1': 1.9999981, 'delta1': -1.9999988, 'omega2': -1.9980209, 'delta2': -2.0, 'coupling_strength_zx': -1.976175}, {'omega1': -1.9999969, 'delta1': 2.0, 'omega2': 1.9999998, 'delta2': -1.9999948, 'coupling_strength_zx': -0.7622885}]",5
27,10.750539281447674,0.0005021328561266197,0.000218128297875077,0.20040170628490128,"[{'omega1': -1.9994565, 'delta1': 2.0, 'omega2': 2.0, 'delta2': -2.0, 'coupling_strength_zx': -2.0}, {'omega1': 1.9599273, 'delta1': 2.0, 'omega2': 2.0, 'delta2': 1.9999741, 'coupling_strength_zx': -2.0}, {'omega1': -1.9777688, 'delta1': -1.9999998, 'omega2': 1.9998432, 'delta2': -2.0, 'coupling_strength_zx': -1.9999981}, {'omega1': 1.9985774, 'delta1': 2.0, 'omega2': 0.27473095, 'delta2': -1.9999477, 'coupling_strength_zx': -1.9875525}, {'omega1': 1.9999055, 'delta1': -2.0, 'omega2': -1.9999996, 'delta2': -1.9998813, 'coupling_strength_zx': -1.9997634}]",5
28,10.446488862913498,0.0009523993813270768,0.00041381888759962725,0.20076191950506167,"[{'omega1': -1.9849918, 'delta1': 2.0, 'omega2': 1.9999999, 'delta2': -2.0, 'coupling_strength_zx': -2.0}, {'omega1': 2.0, 'delta1': 2.0, 'omega2': 2.0, 'delta2': 2.0, 'coupling_strength_zx': -2.0}, {'omega1': 1.9999766, 'delta1': 2.0, 'omega2': -1.9999998, 'delta2': -2.0, 'coupling_strength_zx': -1.9999999}, {'omega1': 0.95464206, 'delta1': 1.9997833, 'omega2': 2.0, 'delta2': -1.9864194, 'coupling_strength_zx': -2.0}, {'omega1': 2.0, 'delta1': 1.9980335, 'omega2': 1.9996916, 'delta2': -1.999999, 'coupling_strength_zx': 1.906841}]",5
29,11.256126986277932,0.0666432301410955,0.029952318135364028,0.25331458411287644,"[{'omega1': 2.0, 'delta1': 2.0, 'omega2': 2.0, 'delta2': -2.0, 'coupling_strength_zx': -2.0}, {'omega1': -2.0, 'delta1': 2.0, 'omega2': 2.0, 'delta2': 1.995562, 'coupling_strength_zx': -1.999996}, {'omega1': -1.9999638, 'delta1': -1.4531124, 'omega2': -1.8344257, 'delta2': -2.0, 'coupling_strength_zx': -1.9999831}, {'omega1': -1.9999634, 'delta1': -2.0, 'omega2': -2.0, 'delta2': -2.0, 'coupling_strength_zx': -0.2260079}, {'omega1': -1.9921459, 'delta1': -1.9999976, 'omega2': 1.999986, 'delta2': -2.0, 'coupling_strength_zx': -2.0}]",5
30,10.32162059542015,0.214007669681459,0.10458169176795463,0.3712061357451672,"[{'omega1': 1.999672, 'delta1': 2.0, 'omega2': 1.9999999, 'delta2': -2.0, 'coupling_strength_zx': -2.0}, {'omega1': -1.9999992, 'delta1': 1.5960853, 'omega2': 2.0, 'delta2': 1.9647495, 'coupling_strength_zx': -2.0}, {'omega1': 1.9999974, 'delta1': -1.9990609, 'omega2': -1.9999877, 'delta2': 1.9987724, 'coupling_strength_zx': -1.9999987}, {'omega1': 1.9684725, 'delta1': 1.9999598, 'omega2': -1.8650256, 'delta2': -0.9945115, 'coupling_strength_zx': -1.2070575}, {'omega1': 1.9999982, 'delta1': -1.999955, 'omega2': 1.9765763, 'delta2': -1.9999901, 'coupling_strength_zx': 1.7421105}]",5
31,10.123344064720994,0.09411802751625603,0.04292838293922452,0.2752944220130048,"[{'omega1': 1.9998369, 'delta1': 2.0, 'omega2': -0.930608, 'delta2': 1.0862932, 'coupling_strength_zx': -2.0}, {'omega1': 1.9998716, 'delta1': 1.8768772, 'omega2': 2.0, 'delta2': -2.0, 'coupling_strength_zx': -2.0}, {'omega1': -1.346756, 'delta1': 1.9999998, 'omega2': 1.9999553, 'delta2': -1.9999999, 'coupling_strength_zx': -1.9115363}, {'omega1': 1.9999999, 'delta1': -2.0, 'omega2': -1.9724325, 'delta2': 0.9239576, 'coupling_strength_zx': -1.9999955}, {'omega1': -2.0, 'delta1': -1.9976724, 'omega2': 1.1857476, 'delta2': -2.0, 'coupling_strength_zx': 0.070819795}]",5
32,10.222018197533208,0.23487131308398987,0.11626551475833947,0.3878970504671919,"[{'omega1': -1.7390869, 'delta1': 2.0, 'omega2': 2.0, 'delta2': -2.0, 'coupling_strength_zx': -2.0}, {'omega1': -1.9997902, 'delta1': 2.0, 'omega2': 2.0, 'delta2': 2.0, 'coupling_strength_zx': -2.0}, {'omega1': 1.9999906, 'delta1': 2.0, 'omega2': -1.9951817, 'delta2': -2.0, 'coupling_strength_zx': -1.4996934}, {'omega1': 1.999147, 'delta1': 1.9999939, 'omega2': -1.9986622, 'delta2': -1.9999939, 'coupling_strength_zx': -1.9941599}, {'omega1': 1.9808781, 'delta1': 1.9999892, 'omega2': -2.0, 'delta2': -1.4016144, 'coupling_strength_zx': 1.9965073}]",5
33,11.346085123512834,0.01397221443076489,0.0061108467734213665,0.21117777154461193,"[{'omega1': 2.0, 'delta1': 2.0, 'omega2': 2.0, 'delta2': -2.0, 'coupling_strength_zx': -2.0}, {'omega1': -2.0, 'delta1': 2.0, 'omega2': 2.0, 'delta2': 1.9994175, 'coupling_strength_zx': -2.0}, {'omega1': 2.0, 'delta1': -1.7133099, 'omega2': 2.0, 'delta2': -1.2830274, 'coupling_strength_zx': -1.9999768}, {'omega1': 2.0, 'delta1': 1.9884951, 'omega2': 1.9756227, 'delta2': -1.6885372, 'coupling_strength_zx': -1.9999998}, {'omega1': -1.9928834, 'delta1': 2.0, 'omega2': 1.999425, 'delta2': -2.0, 'coupling_strength_zx': 1.9982681}]",5
34,10.966132122749757,0.06194654443151771,0.02777241237047443,0.24955723554521417,"[{'omega1': 1.9996985, 'delta1': 2.0, 'omega2': 2.0, 'delta2': -2.0, 'coupling_strength_zx': -2.0}, {'omega1': -2.0, 'delta1': 2.0, 'omega2': -0.8696383, 'delta2': 2.0, 'coupling_strength_zx': -2.0}, {'omega1': -2.0, 'delta1': 1.9999963, 'omega2': -1.9999946, 'delta2': -1.9901156, 'coupling_strength_zx': -1.9841727}, {'omega1': 1.6029989, 'delta1': -0.5042414, 'omega2': -1.3825781, 'delta2': 1.0324105, 'coupling_strength_zx': -1.9999949}, {'omega1': 1.984436, 'delta1': -1.9975755, 'omega2': 1.9999886, 'delta2': -2.0, 'coupling_strength_zx': -2.0}]",5
35,12.02932603851867,0.0009217971459124637,0.000400516039548303,0.20073743771672997,"[{'omega1': 1.9999936, 'delta1': 2.0, 'omega2': 2.0, 'delta2': -2.0, 'coupling_strength_zx': -2.0}, {'omega1': -2.0, 'delta1': 1.9999994, 'omega2': 2.0, 'delta2': 1.9999745, 'coupling_strength_zx': -2.0}, {'omega1': 2.0, 'delta1': 1.7029532, 'omega2': 1.9978856, 'delta2': -2.0, 'coupling_strength_zx': 1.9996532}, {'omega1': -2.0, 'delta1': 1.9499356, 'omega2': 1.9950979, 'delta2': -2.0, 'coupling_strength_zx': -1.9999421}, {'omega1': 1.9899927, 'delta1': -1.2784293, 'omega2': 1.991479, 'delta2': -2.0, 'coupling_strength_zx': -1.999999}]",5
