,loss_grape_cnot_adam,fid_grape_cnot_adam,inf_grape_cnot_adam
0,4.097424030303955,0.23797018826007843,-0.11802802979946136
1,4.0922532081604,0.23860135674476624,-0.11838788539171219
2,4.087103843688965,0.2392304539680481,-0.11874688416719437
3,4.081977844238281,0.23985765874385834,-0.11910508573055267
4,4.076876163482666,0.2404828816652298,-0.11946242302656174
5,4.0717973709106445,0.24110595881938934,-0.11981886625289917
6,4.0667405128479,0.24172694981098175,-0.12017437070608139
7,4.061707973480225,0.24234594404697418,-0.12052904069423676
8,4.056697845458984,0.2429630607366562,-0.12088293582201004
9,4.0517072677612305,0.2435782253742218,-0.12123595923185349
10,4.046739101409912,0.24419160187244415,-0.12158827483654022
11,4.041787147521973,0.2448037713766098,-0.12194019556045532
12,4.036853313446045,0.24541467428207397,-0.12229164689779282
13,4.0319294929504395,0.24602462351322174,-0.12264283001422882
14,4.027017116546631,0.2466346174478531,-0.1229943335056305
15,4.022106170654297,0.24724426865577698,-0.12334591150283813
16,4.017196178436279,0.24785524606704712,-0.12369856983423233
17,4.012277603149414,0.2484675645828247,-0.1240522712469101
18,4.007347583770752,0.24908210337162018,-0.12440753728151321
19,4.002399921417236,0.24969986081123352,-0.12476495653390884
20,3.997429847717285,0.25032129883766174,-0.12512481212615967
21,3.9924304485321045,0.25094711780548096,-0.1254875212907791
22,3.9873976707458496,0.251577764749527,-0.1258533000946045
23,3.982327461242676,0.25221407413482666,-0.12622271478176117
24,3.977217674255371,0.2528557777404785,-0.12659555673599243
25,3.972066640853882,0.2535037696361542,-0.12697239220142365
26,3.966869592666626,0.25415846705436707,-0.1273534595966339
27,3.9616260528564453,0.25481969118118286,-0.12773862481117249
28,3.9563348293304443,0.2554877996444702,-0.12812818586826324
29,3.9509942531585693,0.256163090467453,-0.12852229177951813
30,3.945603609085083,0.2568458020687103,-0.12892107665538788
31,3.9401607513427734,0.2575359046459198,-0.1293245553970337
32,3.9346671104431152,0.25823330879211426,-0.1297326683998108
33,3.929119825363159,0.25893843173980713,-0.13014571368694305
34,3.923520088195801,0.25965139269828796,-0.13056375086307526
35,3.917867422103882,0.2603720724582672,-0.13098667562007904
36,3.912158727645874,0.2611004412174225,-0.13141457736492157
37,3.9063992500305176,0.2618369162082672,-0.13184766471385956
38,3.9005837440490723,0.26258134841918945,-0.13228587806224823
39,3.894712209701538,0.2633340358734131,-0.1327293962240219
40,3.888786792755127,0.2640947699546814,-0.13317811489105225
41,3.8828091621398926,0.2648635804653168,-0.13363207876682281
42,3.8767716884613037,0.26564064621925354,-0.1340913474559784
43,3.8706817626953125,0.2664259672164917,-0.13455605506896973
44,3.864536762237549,0.26721951365470886,-0.13502612709999084
45,3.858335018157959,0.26802152395248413,-0.1355016827583313
46,3.8520803451538086,0.2688319683074951,-0.13598281145095825
47,3.8457696437835693,0.2696504294872284,-0.13646924495697021
48,3.839404582977295,0.27047765254974365,-0.13696140050888062
49,3.832984209060669,0.27131304144859314,-0.13745902478694916
50,3.826509952545166,0.27215686440467834,-0.1379621922969818
51,3.8199777603149414,0.27300897240638733,-0.13847093284130096
52,3.8133950233459473,0.2738696336746216,-0.13898539543151855
53,3.806755781173706,0.27473878860473633,-0.1395055502653122
54,3.8000648021698,0.2756165862083435,-0.14003150165081024
55,3.7933199405670166,0.2765025496482849,-0.1405629962682724
56,3.7865211963653564,0.2773970365524292,-0.14110025763511658
57,3.7796695232391357,0.2782999873161316,-0.14164328575134277
58,3.772763967514038,0.27921149134635925,-0.14219217002391815
59,3.7658064365386963,0.28013119101524353,-0.14274665713310242
60,3.7587978839874268,0.2810593843460083,-0.14330698549747467
61,3.751737356185913,0.281995952129364,-0.14387311041355133
62,3.7446253299713135,0.2829408645629883,-0.1444450318813324
63,3.7374632358551025,0.2838943302631378,-0.14502286911010742
64,3.730250120162964,0.2848559021949768,-0.14560644328594208
65,3.72298526763916,0.28582584857940674,-0.14619587361812592
66,3.7156732082366943,0.2868041694164276,-0.1467912197113037
67,3.708311080932617,0.28779059648513794,-0.14739230275154114
68,3.700900077819824,0.28878524899482727,-0.14799922704696655
69,3.693441390991211,0.2897884249687195,-0.14861226081848145
70,3.68593430519104,0.2907993793487549,-0.14923089742660522
71,3.678379535675049,0.29181867837905884,-0.14985553920269012
