,loss_grape_t_lbfgs,fid_grape_t_lbfgs,inf_grape_t_lbfgs
0,0.31141385436058044,0.850353479385376,-0.8249333500862122
1,0.31137973070144653,0.8503697514533997,-0.824980616569519
2,0.31072863936424255,0.8506704568862915,-0.8258542418479919
3,0.31008219718933105,0.8509685397148132,-0.8267220258712769
4,0.30943572521209717,0.8512661457061768,-0.8275901675224304
5,0.3087899088859558,0.8515642285346985,-0.8284614086151123
6,0.30814412236213684,0.8518624901771545,-0.8293349742889404
7,0.30749839544296265,0.8521602749824524,-0.8302088379859924
8,0.30685362219810486,0.8524576425552368,-0.8310832977294922
9,0.30620890855789185,0.8527553677558899,-0.8319604992866516
10,0.30556464195251465,0.8530532717704773,-0.832840085029602
11,0.30492064356803894,0.8533510565757751,-0.8337210416793823
12,0.3042772114276886,0.8536477088928223,-0.8346004486083984
13,0.303634375333786,0.8539448976516724,-0.8354832530021667
14,0.3029918968677521,0.8542416095733643,-0.8363664150238037
15,0.30234968662261963,0.8545385599136353,-0.837252140045166
16,0.3017081916332245,0.8548351526260376,-0.8381385207176208
17,0.3010667562484741,0.8551318645477295,-0.8390271067619324
18,0.3004261553287506,0.8554279804229736,-0.8399157524108887
19,0.29978564381599426,0.8557241559028625,-0.8408063650131226
20,0.2991456091403961,0.8560200333595276,-0.8416979312896729
21,0.2985062599182129,0.8563167452812195,-0.8425938487052917
22,0.29786697030067444,0.8566122055053711,-0.8434877991676331
23,0.29722827672958374,0.8569074869155884,-0.8443830609321594
24,0.29659000039100647,0.8572028279304504,-0.8452804088592529
25,0.2959517240524292,0.8574985265731812,-0.8461806178092957
26,0.2953139841556549,0.8577944040298462,-0.847083330154419
27,0.2946763038635254,0.8580894470214844,-0.8479853272438049
28,0.29403892159461975,0.8583846092224121,-0.8488895297050476
29,0.29340168833732605,0.8586795330047607,-0.8497949242591858
30,0.2927648425102234,0.8589750528335571,-0.8507040739059448
31,0.2921279966831207,0.8592696189880371,-0.8516121506690979
32,0.29149129986763,0.8595647215843201,-0.8525238037109375
33,0.29085466265678406,0.8598600625991821,-0.8534380793571472
34,0.29021814465522766,0.8601551055908203,-0.8543533682823181
35,0.2895815074443817,0.8604506254196167,-0.855272114276886
36,0.2889446020126343,0.860745906829834,-0.8561920523643494
37,0.28830766677856445,0.8610410094261169,-0.8571133613586426
