episode,total_reward,fidelity,log_infidelity,avg_fidelity,control_pulse_params,time_step
0,6.201984801661528,0.9701487431154497,1.5250373782186069,0.9800991620769665,"{'omega': -2.0, 'delta': 2.0}",10
1,4.059166358784293,0.15499711742660593,0.07314180953127401,0.4366647449510706,"{'omega': 2.0, 'delta': 2.0}",10
2,3.7626876397018245,0.2542963255174879,0.12743371690190958,0.5028642170116586,"{'omega': -2.0, 'delta': 2.0}",10
3,2.2405941193227683,0.5420635301927457,0.3391947681225761,0.6947090201284971,"{'omega': 0.0, 'delta': 2.0}",10
4,2.2405941193227683,0.6329496197000573,0.4352743216209152,0.7552997464667048,"{'omega': -2.0, 'delta': 2.0}",10
5,2.3333118087742073,0.4073879256341214,0.2272295040928018,0.6049252837560809,"{'omega': -2.0, 'delta': 2.0}",10
6,2.241135117933814,0.4367405151114807,0.24929148633282625,0.6244936767409871,"{'omega': -2.0, 'delta': 2.0}",10
7,2.3054525878585896,0.2178811218231072,0.10672723132322795,0.4785874145487381,"{'omega': -2.0, 'delta': 2.0}",10
8,2.2405941193227683,0.6329496197000573,0.4352743216209152,0.7552997464667048,"{'omega': -2.0, 'delta': 2.0}",10
9,2.9518334690228327,0.04126405935586656,0.01830099169531374,0.36084270623724435,"{'omega': 0.0, 'delta': -2.0}",10
10,2.3239652386635767,0.008092986660926364,0.003529039021787747,0.33872865777395095,"{'omega': -2.0, 'delta': 2.0}",10
11,2.449815710286877,0.008733790077002816,0.003809697709599544,0.3391558600513352,"{'omega': -2.0, 'delta': 2.0}",10
12,2.367472798819422,0.0028515650358454003,0.001240188039856901,0.3352343766905636,"{'omega': 0.0, 'delta': -2.0}",10
13,2.416478738649997,0.040178381873966953,0.01780947264998827,0.3601189212493113,"{'omega': 0.0, 'delta': 2.0}",10
14,2.269574892914352,0.09766866935804738,0.04463396284880228,0.3984457795720316,"{'omega': -2.0, 'delta': 2.0}",10
15,2.5971197301643087,0.10282941633278286,0.047124974456481325,0.4018862775551886,"{'omega': 0.0, 'delta': 2.0}",10
16,2.359569151025592,0.49762985541500393,0.2989761782423247,0.6650865702766693,"{'omega': 2.0, 'delta': 0.0}",10
17,2.6979083618208373,0.08225704443655696,0.037278940380680935,0.3881713629577046,"{'omega': -2.0, 'delta': 2.0}",10
18,2.775183999924663,0.34257092994297883,0.18215109628995152,0.5617139532953193,"{'omega': 2.0, 'delta': -2.0}",10
19,2.3281239329887176,0.021850940038607908,0.009594958110243999,0.34790062669240523,"{'omega': -2.0, 'delta': 0.0}",10
20,2.4774555181344966,0.49451588385429723,0.29629248671720143,0.6630105892361982,"{'omega': 0.0, 'delta': 0.0}",10
21,2.7382889808996627,0.5111217777181601,0.31079930851951576,0.6740811851454401,"{'omega': -2.0, 'delta': 0.0}",10
22,2.8148857903379967,0.1797108245749168,0.08603301938182528,0.4531405497166112,"{'omega': 0.0, 'delta': 2.0}",10
23,2.8622194331643254,0.08739779167342487,0.039718484650706806,0.39159852778228327,"{'omega': 0.0, 'delta': 2.0}",10
24,2.625418827144786,0.16568810127230546,0.07867156258310827,0.4437920675148703,"{'omega': 0.0, 'delta': 2.0}",10
25,2.4086506733352615,0.019012958868002652,0.008336729625186976,0.34600863924533515,"{'omega': 0.0, 'delta': 2.0}",10
26,2.7122464663302535,0.0006647044955614609,0.00028877347966966996,0.3337764696637076,"{'omega': 2.0, 'delta': 2.0}",10
27,2.5951501928373943,0.04698356525158222,0.020899609897869008,0.36465571016772147,"{'omega': 0.0, 'delta': 2.0}",10
28,2.5966568383313864,0.05621673150688573,0.0251277261512851,0.37081115433792383,"{'omega': -2.0, 'delta': 2.0}",10
