,loss_crab_h,fid_crab_h,inf_crab_h
803,7.924661185003792e-06,0.9999960663857724,-5.405208233906519
804,3.4861165285906615e-05,0.9999828974331808,-4.766938704125138
805,6.577251941831547e-06,0.9999967397567554,-5.486749996298666
806,3.0544483081561825e-05,0.9999845733733969,-4.811729032317417
807,6.513227850570024e-06,0.9999967710235238,-5.490935118901692
808,3.028129879711997e-05,0.999984731145257,-4.816193536450016
809,6.235667452197691e-06,0.999996654983744,-5.475601767323002
810,2.9702247987702193e-05,0.9999851711244796,-4.828891780448396
811,5.97950041704341e-06,0.9999969476767626,-5.515369477014928
812,2.7829481772398062e-05,0.9999859579314978,-4.8525689126534965
813,5.171183954216413e-06,0.9999974265453214,-5.589483475759132
814,2.734314734353342e-05,0.9999862796919067,-4.862636136316731
815,5.203045445845182e-06,0.9999973640907607,-5.579069547621106
816,2.229025683656857e-05,0.9999890729683223,-4.961497797892057
817,5.257926697751023e-06,0.9999975467846611,-5.610264328524614
818,2.3597880866236616e-05,0.9999880481658964,-4.922565443672776
819,4.477830535657843e-06,0.999997616286974,-5.622746030282948
820,2.1296817757499382e-05,0.9999890886129182,-4.962120037343612
821,4.619431192981419e-06,0.9999976655406135,-5.631813677264176
822,1.9886788780880492e-05,0.999989935264318,-4.997197625977494
823,3.887280467995443e-06,0.9999980218158884,-5.703733290623953
824,1.957943427681409e-05,0.9999900902871256,-5.003938928649925
825,3.7297685091956496e-06,0.9999981210493396,-5.726084623944054
826,1.7700918546132486e-05,0.9999910332557475,-5.047365216913441
827,3.7110804486653848e-06,0.9999979655748343,-5.691558280613685
828,1.717421021601972e-05,0.9999913761520577,-5.064298909670863
829,3.374327113244616e-06,0.999998058267368,-5.711810570738065
830,1.4921639276976533e-05,0.9999924845906943,-5.12404736180386
831,3.0303531369059992e-06,0.999998614492461,-5.8583911067271135
832,1.406516296165395e-05,0.9999927146583089,-5.137550074491371
833,2.7016503820133964e-06,0.9999985310765535,-5.833000837027303
834,1.1831011723692044e-05,0.9999941561596004,-5.233301653539327
835,2.4263179069357947e-06,0.9999986869193563,-5.8817086006267765
836,1.1259716543627565e-05,0.9999943264359183,-5.246144035513187
837,2.4511290652816334e-06,0.9999986055577778,-5.855599475717951
838,1.3286435281264134e-05,0.9999934499150821,-5.183753069605718
839,2.140737588561485e-06,0.9999991780977081,-6.085179808511423
840,1.0308163557302527e-05,0.9999949204496515,-5.294174730595799
841,2.4264655818269506e-06,0.9999989359979832,-5.9730575488307585
842,9.414636627659874e-06,0.9999950249106249,-5.30319911295243
843,2.051137672533872e-06,0.9999989333638093,-5.971983684897531
844,8.933336038653667e-06,0.9999956470087237,-5.36121220319595
845,1.8688716980130973e-06,0.9999990296125163,-6.013054813743631
846,8.184720555541452e-06,0.9999958840976245,-5.385534934758398
847,1.4630674340952417e-06,0.9999993443037569,-6.18329730468886
848,7.087323997433442e-06,0.9999965413953338,-5.461099076925307
849,1.561131153914335e-06,0.9999992370541125,-6.117506263628202
850,6.936866867597602e-06,0.9999965519624845,-5.462428017589393
851,1.4903526361201953e-06,0.9999991677803077,-6.079762011995068
852,6.774337347898057e-06,0.9999965780459479,-5.465725826193324
853,1.4056451063006608e-06,0.9999993510118883,-6.187763258626913
854,6.042601696811836e-06,0.9999968451719174,-5.501024301977123
855,1.2257902294933137e-06,0.9999992837327388,-6.144924898929929
856,5.65065440370474e-06,0.9999971057882651,-5.538469699909564
857,1.252388589760225e-06,0.9999994003719708,-6.222118074530731
858,6.3042532083618885e-06,0.999996729510247,-5.485387207246206
859,1.1580795392176957e-06,0.9999993928110442,-6.216676136465134
860,5.408383654798152e-06,0.9999971777330274,-5.54940190651743
861,1.0661847139358143e-06,0.9999997488569121,-6.600078770266578
862,5.085658969257363e-06,0.9999975011607151,-5.602261675009853
863,1.0500245687906435e-06,0.9999993679525931,-6.199250346141516
864,4.328180441279321e-06,0.999997711416067,-5.6404331553435885
865,9.229999438489998e-07,0.9999995329418513,-6.330629046430304
866,4.75267554424209e-06,0.9999977688759855,-5.651476289270821
867,8.174852920772843e-07,0.9999994180720105,-6.235130753690243
868,4.262227870047267e-06,0.9999975894235688,-5.617879093950144
869,8.64618704131623e-07,0.9999995158430315,-6.315013812924613
870,3.855134118391026e-06,0.9999979044549576,-5.678702999851951
871,7.913201358855739e-07,0.9999994674850371,-6.273668184668588
872,3.614367458736478e-06,0.9999981404682323,-5.730596397886036
873,6.944801659620524e-07,0.9999995761495782,-6.372787380353716
874,3.1875001300293465e-06,0.9999983615591762,-5.785569239581897
875,6.257462631018465e-07,0.9999998685924932,-6.881379824628268
876,2.717664100843806e-06,0.9999987366125953,-5.898463457107309
877,5.876857397806143e-07,0.9999997535057567,-6.608193218822961
878,2.603824228811042e-06,0.9999985864477562,-5.849688135685301
879,5.886844284272919e-07,0.9999997535726092,-6.608311021249269
880,2.6558551093506153e-06,0.9999986787982958,-5.879030874805546
881,5.797393286169823e-07,0.9999996615963471,-6.470564957642511
882,2.9240638313934454e-06,0.9999986483289935,-5.869129001787824
883,4.499597619485006e-07,0.9999997237443523,-6.558688834624671
884,2.163275860334862e-06,0.999998881546072,-5.951381900896914
885,5.050099255350196e-07,0.9999997864082809,-6.670415588832319
886,2.0458048538708626e-06,0.9999989627775275,-5.984128082374701
887,4.5070911948907547e-07,0.9999996735818364,-6.486225682834771
888,1.8265153790501736e-06,0.9999988378393999,-5.9347338522275805
889,3.622071309623442e-07,0.9999995303820325,-6.328255295400428
890,1.4660183541259181e-06,0.9999990719689452,-6.032437490705309
891,3.635392850661493e-07,0.9999998765135991,-6.908380867075227
892,2.039185619348361e-06,0.9999990354337097,-6.015667919896188
893,3.023731466536845e-07,0.9999996574780461,-6.465311587217215
