,loss_grape_h_lbfgs,fid_grape_h_lbfgs,inf_grape_h_lbfgs
0,3.370490074157715,0.02476755902171135,-0.010891868732869625
1,3.370403528213501,0.02477438934147358,-0.01089489459991455
2,3.342668294906616,0.027005260810256004,-0.011889505200088024
3,3.3166189193725586,0.02918807603418827,-0.012864907272160053
4,3.290243625640869,0.0314846970140934,-0.013893524184823036
5,3.262943744659424,0.03395325690507889,-0.015001855790615082
6,3.233870029449463,0.03668466582894325,-0.016231538727879524
7,3.2020835876464844,0.03979188948869705,-0.017634626477956772
8,3.166987180709839,0.043369460850954056,-0.01925576478242874
9,3.129091262817383,0.04740510135889053,-0.021091759204864502
10,3.0901150703430176,0.051743242889642715,-0.023074066266417503
11,3.052158832550049,0.056150227785110474,-0.025097111240029335
12,3.016692638397217,0.06043076887726784,-0.027071211487054825
13,2.9841148853302,0.06450144201517105,-0.028956888243556023
14,2.9542219638824463,0.06835326552391052,-0.030748747289180756
15,2.926630735397339,0.07200761139392853,-0.032455578446388245
16,2.9009368419647217,0.07549607753753662,-0.03409124165773392
17,2.876791477203369,0.07884977012872696,-0.03566954657435417
18,2.8538918495178223,0.08209770917892456,-0.03720354661345482
19,2.83200740814209,0.08526291698217392,-0.03870370239019394
20,2.810917854309082,0.08836966753005981,-0.0401812344789505
21,2.790466785430908,0.09143555164337158,-0.04164426028728485
22,2.7704832553863525,0.09448199719190598,-0.043102916330099106
23,2.7508373260498047,0.09752557426691055,-0.0445651076734066
24,2.7314107418060303,0.10058245807886124,-0.046038657426834106
25,2.712090253829956,0.10366975516080856,-0.04753195121884346
26,2.6927473545074463,0.10680690407752991,-0.04905462637543678
27,2.6732990741729736,0.11000838130712509,-0.05061407387256622
28,2.6536459922790527,0.11329176276922226,-0.052219245582818985
29,2.6336710453033447,0.11667855083942413,-0.053881216794252396
30,2.613260507583618,0.12019031494855881,-0.0556112639605999
31,2.5923173427581787,0.12384815514087677,-0.05742061138153076
32,2.5707085132598877,0.1276794672012329,-0.05932390317320824
33,2.548309564590454,0.13171270489692688,-0.061336539685726166
34,2.5249648094177246,0.13598299026489258,-0.06347770988941193
35,2.500488758087158,0.14053332805633545,-0.0657709613442421
36,2.474722385406494,0.14540427923202515,-0.06823928654193878
37,2.4474198818206787,0.15065668523311615,-0.07091673463582993
38,2.4183096885681152,0.15635913610458374,-0.07384239137172699
39,2.3871467113494873,0.16258077323436737,-0.07705707848072052
40,2.3535876274108887,0.16941682994365692,-0.08061688393354416
41,2.317250967025757,0.1769775152206421,-0.08458829671144485
42,2.2778077125549316,0.18537144362926483,-0.0890403762459755
43,2.234966993331909,0.19470879435539246,-0.09404706209897995
44,2.1885411739349365,0.2050866037607193,-0.09968017786741257
45,2.1387124061584473,0.2165246307849884,-0.10597463697195053
46,2.0860435962677,0.2289518266916275,-0.11291848123073578
47,2.031614065170288,0.24215936660766602,-0.1204221099615097
48,1.9768427610397339,0.25582268834114075,-0.12832355499267578
49,1.9233222007751465,0.2695368528366089,-0.1364016830921173
50,1.8721058368682861,0.2829957902431488,-0.14447830617427826
51,1.8239322900772095,0.29595452547073364,-0.15239928662776947
52,1.7790427207946777,0.3082906901836395,-0.16007639467716217
53,1.73732590675354,0.31998106837272644,-0.167479008436203
54,1.6985679864883423,0.3310365378856659,-0.1745976209640503
55,1.6625148057937622,0.34148970246315,-0.1814374029636383
56,1.62883722782135,0.3514009118080139,-0.1880236715078354
57,1.5973396301269531,0.36079877614974976,-0.19436240196228027
