,loss_grape_cnot_adam,fid_grape_cnot_adam,inf_grape_cnot_adam
0,3.0849459171295166,0.37746497988700867,-0.2058362364768982
1,3.076265811920166,0.37879934906959534,-0.20676808059215546
2,3.0675806999206543,0.3801368772983551,-0.20770418643951416
3,3.0588927268981934,0.3814772069454193,-0.2086443156003952
4,3.050201892852783,0.3828202486038208,-0.20958833396434784
5,3.0415074825286865,0.384166419506073,-0.2105366289615631
6,3.0328094959259033,0.38551536202430725,-0.21148894727230072
7,3.0241079330444336,0.38686707615852356,-0.21244534850120544
8,3.01540470123291,0.3882216513156891,-0.21340587735176086
9,3.006697654724121,0.3895791172981262,-0.21437062323093414
10,2.997987985610962,0.390939325094223,-0.21533946692943573
11,2.989276885986328,0.39230236411094666,-0.2163124680519104
12,2.9805614948272705,0.3936678469181061,-0.21728937327861786
13,2.9718451499938965,0.3950362801551819,-0.2182706743478775
14,2.963127374649048,0.3964076340198517,-0.2192562371492386
15,2.954406499862671,0.3977814316749573,-0.2202458530664444
16,2.9456841945648193,0.3991580605506897,-0.22123976051807404
17,2.9369590282440186,0.4005372226238251,-0.22223779559135437
18,2.928234100341797,0.4019191265106201,-0.22324009239673615
19,2.919506072998047,0.40330326557159424,-0.2242463380098343
20,2.910778045654297,0.40469032526016235,-0.2252570539712906
21,2.902048349380493,0.40607982873916626,-0.22627192735671997
22,2.893317699432373,0.40747177600860596,-0.22729095816612244
23,2.8845865726470947,0.408866286277771,-0.22831426560878754
24,2.8758552074432373,0.4102632403373718,-0.2293418049812317
25,2.8671231269836426,0.4116627275943756,-0.23037362098693848
26,2.858391761779785,0.4130645990371704,-0.2314096987247467
27,2.8496601581573486,0.41446903347969055,-0.23245011270046234
28,2.8409268856048584,0.41587528586387634,-0.23349444568157196
29,2.832195281982422,0.4172843098640442,-0.23454329371452332
30,2.8234646320343018,0.4186956286430359,-0.2355964183807373
31,2.814732551574707,0.42010918259620667,-0.23665374517440796
32,2.8060030937194824,0.42152491211891174,-0.23771531879901886
33,2.797274351119995,0.42294299602508545,-0.23878128826618195
34,2.7885468006134033,0.4243631660938263,-0.23985140025615692
35,2.7798211574554443,0.42578545212745667,-0.24092578887939453
36,2.7710964679718018,0.42721015214920044,-0.24200469255447388
37,2.7623724937438965,0.4286368191242218,-0.24308772385120392
38,2.753649950027466,0.43006524443626404,-0.24417488276958466
39,2.74493145942688,0.43149590492248535,-0.2452664077281952
40,2.7362141609191895,0.4329286813735962,-0.24636231362819672
41,2.7274999618530273,0.43436354398727417,-0.24746260046958923
42,2.7187867164611816,0.4358002245426178,-0.24856707453727722
