,loss_grape_t_adam,fid_grape_t_adam,inf_grape_t_adam
0,0.39694544672966003,0.8113750219345093,-0.7244008183479309
1,0.3945416212081909,0.8124579787254333,-0.7269014120101929
2,0.3921450674533844,0.8135385513305664,-0.7294109463691711
3,0.3897557854652405,0.8146167993545532,-0.7319296002388
4,0.3873739540576935,0.8156914710998535,-0.7344545722007751
5,0.3849995732307434,0.8167641758918762,-0.7369896173477173
6,0.3826330006122589,0.817833662033081,-0.7395318746566772
7,0.38027432560920715,0.818900465965271,-0.7420826554298401
8,0.3779233992099762,0.8199650049209595,-0.7446430921554565
9,0.375580757856369,0.8210260272026062,-0.7472101449966431
10,0.37324613332748413,0.8220841884613037,-0.7497854828834534
11,0.3709196448326111,0.8231390714645386,-0.7523680925369263
12,0.3686016798019409,0.8241906762123108,-0.7549580931663513
13,0.36629220843315125,0.8252397179603577,-0.7575572729110718
14,0.3639912009239197,0.826284646987915,-0.760161817073822
15,0.3616989850997925,0.8273270726203918,-0.762775719165802
16,0.3594154119491577,0.8283657431602478,-0.765395998954773
17,0.35714057087898254,0.8294011354446411,-0.7680238485336304
18,0.35487478971481323,0.8304332494735718,-0.770659327507019
19,0.3526180684566498,0.8314619064331055,-0.773301899433136
20,0.35037022829055786,0.8324873447418213,-0.7759523987770081
21,0.34813162684440613,0.8335087895393372,-0.7786086797714233
22,0.34590229392051697,0.8345267176628113,-0.7812721133232117
23,0.34368208050727844,0.8355410695075989,-0.7839425206184387
24,0.3414711654186249,0.8365519642829895,-0.7866203188896179
25,0.3392697870731354,0.8375588655471802,-0.7893039584159851
26,0.33707770705223083,0.8385624289512634,-0.7919954061508179
27,0.33489513397216797,0.8395621180534363,-0.7946930527687073
28,0.332722008228302,0.8405578136444092,-0.7973967790603638
29,0.3305584192276001,0.8415500521659851,-0.8001078963279724
30,0.3284044861793518,0.8425382971763611,-0.8028250336647034
31,0.32626020908355713,0.8435229063034058,-0.8055492043495178
32,0.3241254985332489,0.8445032238960266,-0.8082786202430725
33,0.32200050354003906,0.8454797863960266,-0.811014711856842
34,0.3198851943016052,0.8464528918266296,-0.813758373260498
35,0.3177794814109802,0.8474215865135193,-0.8165069222450256
36,0.31568360328674316,0.8483865857124329,-0.8192623853683472
37,0.3135974705219269,0.8493476510047913,-0.8220241069793701
38,0.3115210235118866,0.8503047227859497,-0.8247919082641602
39,0.3094545602798462,0.8512579202651978,-0.8275661468505859
40,0.30739760398864746,0.8522067070007324,-0.8303452730178833
41,0.30535057187080383,0.8531519174575806,-0.833131730556488
42,0.3033132255077362,0.8540928363800049,-0.8359233736991882
43,0.3012857735157013,0.855030357837677,-0.8387229442596436
44,0.29926812648773193,0.8559632301330566,-0.8415266275405884
45,0.29726019501686096,0.8568923473358154,-0.8443371653556824
46,0.2952619791030884,0.8578173518180847,-0.8471534252166748
47,0.29327353835105896,0.8587383031845093,-0.8499755859375
48,0.2912951111793518,0.8596556782722473,-0.8528051376342773
49,0.28932619094848633,0.8605687618255615,-0.8556399345397949
50,0.2873671352863312,0.8614779114723206,-0.8584809899330139
51,0.28541767597198486,0.8623825311660767,-0.8613264560699463
52,0.28347814083099365,0.8632833361625671,-0.8641785383224487
53,0.2815481424331665,0.8641800880432129,-0.8670365810394287
54,0.2796279489994049,0.8650732040405273,-0.8699017763137817
55,0.27771732211112976,0.8659616708755493,-0.8727709650993347
56,0.27581652998924255,0.8668463230133057,-0.8756468296051025
57,0.273925244808197,0.8677271604537964,-0.8785293102264404
58,0.2720436751842499,0.8686032891273499,-0.8814154863357544
59,0.2701718509197235,0.869476318359375,-0.8843106627464294
60,0.2683093845844269,0.8703444600105286,-0.8872089385986328
61,0.266456663608551,0.8712092638015747,-0.8901153802871704
62,0.2646135091781616,0.8720698952674866,-0.8930272459983826
63,0.26277977228164673,0.8729257583618164,-0.8959424495697021
64,0.2609556019306183,0.873778223991394,-0.8988656997680664
65,0.25914090871810913,0.8746265172958374,-0.9017943143844604
66,0.2573358416557312,0.8754709959030151,-0.9047294855117798
67,0.25554004311561584,0.8763111233711243,-0.9076693654060364
68,0.25375381112098694,0.8771474957466125,-0.9106159806251526
69,0.25197699666023254,0.877979576587677,-0.9135674834251404
70,0.2502095401287079,0.8788079023361206,-0.9165257215499878
71,0.248451367020607,0.879632294178009,-0.9194900393486023
72,0.24670256674289703,0.880452573299408,-0.9224597811698914
73,0.2449631690979004,0.8812687397003174,-0.925434947013855
74,0.24323298037052155,0.882081151008606,-0.9284167885780334
75,0.24151210486888885,0.8828893899917603,-0.9314037561416626
76,0.23980042338371277,0.8836936950683594,-0.9343967437744141
77,0.23809805512428284,0.8844941854476929,-0.9373961687088013
78,0.23640485107898712,0.8852907419204712,-0.940401554107666
79,0.23472072184085846,0.886082649230957,-0.9434100985527039
80,0.2330458015203476,0.8868715763092041,-0.9464282393455505
81,0.23137995600700378,0.8876557350158691,-0.9494491219520569
82,0.22972328960895538,0.8884364366531372,-0.9524776339530945
83,0.22807563841342926,0.8892130851745605,-0.9555115103721619
84,0.22643698751926422,0.8899858593940735,-0.9585514664649963
85,0.22480745613574982,0.8907546997070312,-0.9615972638130188
86,0.22318683564662933,0.8915197849273682,-0.9646494388580322
87,0.22157515585422516,0.8922809362411499,-0.9677074551582336
88,0.21997247636318207,0.893038272857666,-0.9707716107368469
89,0.2183786779642105,0.8937911987304688,-0.973839521408081
90,0.21679377555847168,0.8945406675338745,-0.9769150018692017
91,0.215217724442482,0.8952863216400146,-0.9799965620040894
92,0.21365045011043549,0.896027684211731,-0.9830822944641113
93,0.2120920717716217,0.8967652320861816,-0.9861739873886108
94,0.21054233610630035,0.8974990844726562,-0.9892722368240356
95,0.20900142192840576,0.8982292413711548,-0.992376983165741
96,0.2074691504240036,0.8989552855491638,-0.9954863786697388
97,0.2059457153081894,0.8996782302856445,-0.9986048340797424
98,0.20443081855773926,0.9003963470458984,-1.0017247200012207
99,0.20292462408542633,0.9011114239692688,-1.0048538446426392
100,0.20142705738544464,0.9018222093582153,-1.0079867839813232
101,0.19993799924850464,0.9025296568870544,-1.0111274719238281
102,0.19845741987228394,0.9032326340675354,-1.0142711400985718
103,0.19698558747768402,0.9039324522018433,-1.0174232721328735
104,0.19552205502986908,0.9046280384063721,-1.0205793380737305
105,0.19406704604625702,0.9053204655647278,-1.0237438678741455
106,0.19262057542800903,0.9060088992118835,-1.0269132852554321
107,0.19118241965770721,0.9066931009292603,-1.0300862789154053
108,0.18975259363651276,0.9073739647865295,-1.0332669019699097
109,0.1883312314748764,0.9080510139465332,-1.0364530086517334
110,0.18691818416118622,0.908724844455719,-1.0396474599838257
111,0.18551340699195862,0.9093942046165466,-1.0428440570831299
112,0.18411684036254883,0.910059928894043,-1.0460467338562012
113,0.18272855877876282,0.9107223749160767,-1.0492573976516724
114,0.1813485324382782,0.9113810658454895,-1.0524734258651733
115,0.17997664213180542,0.9120360016822815,-1.0556950569152832
116,0.17861300706863403,0.9126874208450317,-1.0589231252670288
117,0.17725743353366852,0.9133352041244507,-1.0621572732925415
118,0.1759098470211029,0.9139789342880249,-1.0653952360153198
119,0.1745704710483551,0.9146196246147156,-1.0686419010162354
120,0.1732390969991684,0.9152563810348511,-1.0718929767608643
121,0.1719156801700592,0.9158894419670105,-1.0751495361328125
122,0.17060032486915588,0.9165185689926147,-1.0784101486206055
123,0.1692928969860077,0.9171444773674011,-1.0816785097122192
124,0.1679934710264206,0.9177669882774353,-1.084953784942627
125,0.16670182347297668,0.918385922908783,-1.0882349014282227
126,0.1654181331396103,0.9190013408660889,-1.091522216796875
127,0.1641421914100647,0.91961270570755,-1.0948126316070557
128,0.16287410259246826,0.9202209115028381,-1.0981109142303467
129,0.1616138070821762,0.9208254814147949,-1.1014145612716675
130,0.16036121547222137,0.921425998210907,-1.1047210693359375
131,0.1591164618730545,0.922024130821228,-1.1080397367477417
132,0.15787933766841888,0.9226179718971252,-1.1113598346710205
133,0.1566498577594757,0.9232088923454285,-1.1146891117095947
134,0.15542800724506378,0.9237955808639526,-1.1180198192596436
135,0.15421384572982788,0.9243795275688171,-1.1213606595993042
136,0.15300710499286652,0.9249597787857056,-1.1247059106826782
137,0.15180803835391998,0.9255363345146179,-1.1280555725097656
138,0.15061654150485992,0.9261098504066467,-1.131413459777832
139,0.14943239092826843,0.9266793131828308,-1.1347734928131104
140,0.14825575053691864,0.9272457361221313,-1.1381415128707886
141,0.14708656072616577,0.9278091788291931,-1.141517996788025
142,0.14592474699020386,0.9283683896064758,-1.144895315170288
143,0.14477039873600006,0.9289247393608093,-1.1482815742492676
144,0.1436232477426529,0.9294775724411011,-1.1516727209091187
145,0.14248351752758026,0.9300272464752197,-1.1550710201263428
146,0.14135099947452545,0.9305731654167175,-1.1584726572036743
147,0.14022579789161682,0.931115984916687,-1.1618815660476685
148,0.1391078382730484,0.9316555857658386,-1.165297031402588
149,0.13799703121185303,0.9321916103363037,-1.168716549873352
150,0.1368933916091919,0.9327243566513062,-1.1721421480178833
151,0.13579687476158142,0.9332541823387146,-1.1755759716033936
152,0.134707510471344,0.933780312538147,-1.1790128946304321
153,0.13362519443035126,0.9343034625053406,-1.1824575662612915
154,0.13254989683628082,0.9348224997520447,-1.1859023571014404
155,0.13148167729377747,0.935339093208313,-1.1893582344055176
156,0.13042043149471283,0.9358527660369873,-1.1928220987319946
157,0.12936614453792572,0.9363629221916199,-1.1962897777557373
158,0.12831875681877136,0.9368696212768555,-1.1997616291046143
159,0.1272784024477005,0.9373733401298523,-1.2032407522201538
160,0.12624478340148926,0.9378734827041626,-1.2067229747772217
161,0.12521804869174957,0.9383705258369446,-1.2102115154266357
162,0.12419809401035309,0.9388648867607117,-1.2137092351913452
163,0.1231849417090416,0.9393553733825684,-1.217207670211792
164,0.1221785843372345,0.9398435950279236,-1.2207181453704834
165,0.12117890268564224,0.9403282403945923,-1.2242311239242554
166,0.1201859563589096,0.9408097267150879,-1.2277497053146362
167,0.1191997081041336,0.9412879347801208,-1.2312726974487305
168,0.1182200238108635,0.9417634606361389,-1.234804391860962
169,0.11724697798490524,0.9422352910041809,-1.2383373975753784
170,0.11628050357103348,0.9427046775817871,-1.2418807744979858
171,0.1153206080198288,0.943170964717865,-1.2454297542572021
172,0.11436714977025986,0.9436336159706116,-1.2489798069000244
173,0.11342029273509979,0.944093644618988,-1.252538800239563
174,0.11247989535331726,0.9445511102676392,-1.2561070919036865
175,0.11154583841562271,0.9450047612190247,-1.2596749067306519
176,0.1106182187795639,0.9454554915428162,-1.2632489204406738
177,0.10969697684049606,0.9459031820297241,-1.2668282985687256
178,0.10878210514783859,0.946348249912262,-1.2704161405563354
179,0.10787348449230194,0.9467904567718506,-1.274010419845581
180,0.10697119683027267,0.9472293257713318,-1.2776073217391968
181,0.10607518255710602,0.9476656913757324,-1.2812135219573975
182,0.10518538951873779,0.9480985999107361,-1.2848209142684937
183,0.10430176556110382,0.948529064655304,-1.2884379625320435
184,0.10342428833246231,0.9489563703536987,-1.2920584678649902
185,0.10255303978919983,0.9493807554244995,-1.2956843376159668
186,0.10168783366680145,0.9498023390769958,-1.2993165254592896
187,0.10082871466875076,0.950221061706543,-1.3029543161392212
188,0.09997560828924179,0.9506369233131409,-1.3065978288650513
189,0.09912855178117752,0.9510496854782104,-1.3102445602416992
190,0.09828754514455795,0.9514600038528442,-1.3139002323150635
191,0.09745245426893234,0.9518672227859497,-1.3175591230392456
192,0.09662333130836487,0.9522718191146851,-1.3212251663208008
193,0.09580010920763016,0.9526734352111816,-1.3248950242996216
194,0.09498272091150284,0.9530723094940186,-1.32857084274292
195,0.0941711962223053,0.9534682631492615,-1.332250714302063
196,0.09336554259061813,0.9538617730140686,-1.3359390497207642
197,0.09256561845541,0.954252302646637,-1.3396307229995728
198,0.09177152812480927,0.954640805721283,-1.343334674835205
199,0.09098311513662338,0.9550257921218872,-1.3470364809036255
200,0.09020046144723892,0.9554083943367004,-1.3507468700408936
201,0.08942343294620514,0.9557883143424988,-1.35446298122406
202,0.08865204453468323,0.9561651349067688,-1.358180284500122
203,0.08788634091615677,0.9565395712852478,-1.3619060516357422
204,0.08712618052959442,0.9569113254547119,-1.3656368255615234
205,0.08637157827615738,0.9572805166244507,-1.3693740367889404
206,0.08562248945236206,0.9576467871665955,-1.3731136322021484
207,0.08487898856401443,0.9580110311508179,-1.3768647909164429
208,0.08414088189601898,0.9583719968795776,-1.3806143999099731
209,0.08340828120708466,0.9587308764457703,-1.384374737739563
210,0.08268103003501892,0.959086537361145,-1.3881337642669678
211,0.08195924758911133,0.9594402313232422,-1.3919044733047485
212,0.08124276995658875,0.9597908854484558,-1.395675539970398
213,0.08053167164325714,0.9601395130157471,-1.3994574546813965
214,0.07982584834098816,0.9604849815368652,-1.4032378196716309
215,0.07912535220384598,0.9608282446861267,-1.407027006149292
216,0.07843006402254105,0.9611694812774658,-1.4108268022537231
217,0.07773999869823456,0.9615074992179871,-1.4146238565444946
218,0.07705515623092651,0.9618433713912964,-1.418429970741272
219,0.07637546211481094,0.9621767401695251,-1.4222410917282104
220,0.07570094615221024,0.9625077843666077,-1.4260588884353638
221,0.07503152638673782,0.9628363251686096,-1.4298813343048096
222,0.07436708360910416,0.9631618857383728,-1.4337025880813599
223,0.07370784133672714,0.9634855389595032,-1.437535047531128
224,0.07305356860160828,0.9638065099716187,-1.4413695335388184
225,0.07240431010723114,0.9641255736351013,-1.4452149868011475
226,0.07176000624895096,0.9644420146942139,-1.4490628242492676
227,0.07112067192792892,0.9647555351257324,-1.4529091119766235
228,0.07048623263835907,0.9650670289993286,-1.4567644596099854
229,0.0698566734790802,0.9653764367103577,-1.4606282711029053
230,0.06923200935125351,0.9656836986541748,-1.4644994735717773
231,0.06861214339733124,0.965988039970398,-1.4683682918548584
232,0.06799715012311935,0.9662905931472778,-1.472248911857605
233,0.06738688796758652,0.966590166091919,-1.476125717163086
234,0.0667814314365387,0.9668880701065063,-1.480015516281128
235,0.06618066877126694,0.967183530330658,-1.4839081764221191
236,0.06558461487293243,0.9674763679504395,-1.4878009557724
237,0.06499318778514862,0.9677671790122986,-1.4917017221450806
238,0.06440648436546326,0.9680560827255249,-1.4956117868423462
239,0.0638243705034256,0.9683422446250916,-1.4995198249816895
240,0.06324678659439087,0.9686263203620911,-1.5034345388412476
241,0.06267382204532623,0.9689086079597473,-1.5073598623275757
242,0.062105417251586914,0.9691883325576782,-1.5112848281860352
243,0.061541520059108734,0.9694660305976868,-1.5152167081832886
244,0.0609821155667305,0.9697412848472595,-1.5191495418548584
245,0.06042715907096863,0.9700145125389099,-1.5230889320373535
246,0.05987660959362984,0.9702852368354797,-1.5270277261734009
247,0.05933055654168129,0.9705548882484436,-1.5309867858886719
248,0.05878879502415657,0.9708216190338135,-1.5349388122558594
249,0.05825141817331314,0.9710860252380371,-1.538892149925232
250,0.05771835520863533,0.9713484644889832,-1.5428520441055298
251,0.05718962475657463,0.9716094732284546,-1.5468266010284424
252,0.056665170937776566,0.9718675017356873,-1.5507917404174805
253,0.056144967675209045,0.9721243977546692,-1.5547757148742676
254,0.05562896654009819,0.972378671169281,-1.5587553977966309
255,0.055117182433605194,0.9726311564445496,-1.5627435445785522
256,0.054609593003988266,0.9728814959526062,-1.5667343139648438
257,0.05410613864660263,0.9731297492980957,-1.5707283020019531
258,0.0536067821085453,0.9733760952949524,-1.57472825050354
259,0.053111523389816284,0.9736200571060181,-1.5787261724472046
260,0.05262036994099617,0.9738631844520569,-1.5827473402023315
261,0.052133288234472275,0.9741034507751465,-1.5867581367492676
262,0.05165017396211624,0.9743415713310242,-1.59076988697052
263,0.051171038299798965,0.9745776653289795,-1.5947846174240112
264,0.05069594830274582,0.9748123288154602,-1.5988119840621948
265,0.05022476240992546,0.9750451445579529,-1.6028449535369873
266,0.04975752532482147,0.9752757549285889,-1.6068769693374634
267,0.049294158816337585,0.9755043983459473,-1.6109118461608887
268,0.04883468523621559,0.9757319092750549,-1.6149643659591675
269,0.04837904870510101,0.9759567975997925,-1.6190077066421509
270,0.04792723432183266,0.9761796593666077,-1.6230520009994507
271,0.04747922345995903,0.9764012098312378,-1.627110242843628
272,0.04703499376773834,0.9766207933425903,-1.6311702728271484
273,0.046594515442848206,0.9768384695053101,-1.63523268699646
274,0.04615775868296623,0.9770539999008179,-1.6392929553985596
275,0.04572471231222153,0.9772683382034302,-1.6433688402175903
276,0.045295342803001404,0.9774803519248962,-1.647438406944275
277,0.044869598001241684,0.977691113948822,-1.651522159576416
278,0.044447530061006546,0.9778996706008911,-1.6556012630462646
279,0.04402903467416763,0.9781069159507751,-1.6596930027008057
280,0.04361411929130554,0.9783115983009338,-1.663772463798523
281,0.04320278391242027,0.9785153269767761,-1.6678712368011475
282,0.04279497638344765,0.9787168502807617,-1.6719640493392944
283,0.042390692979097366,0.9789168834686279,-1.67606520652771
284,0.04198987036943436,0.9791153073310852,-1.6801719665527344
285,0.041592516005039215,0.9793118238449097,-1.6842777729034424
286,0.041198600083589554,0.9795064926147461,-1.68838369846344
287,0.04080813378095627,0.9796996116638184,-1.6924957036972046
288,0.04042104631662369,0.9798915982246399,-1.6966224908828735
289,0.04003734141588211,0.9800817370414734,-1.7007485628128052
290,0.03965698182582855,0.980269730091095,-1.7048670053482056
291,0.03927993401885033,0.9804564714431763,-1.7089970111846924
292,0.038906197994947433,0.9806415438652039,-1.7131292819976807
293,0.038535743951797485,0.9808247685432434,-1.717259407043457
294,0.0381685309112072,0.9810068607330322,-1.7214032411575317
295,0.03780457377433777,0.9811872839927673,-1.725548505783081
296,0.037443824112415314,0.981365442276001,-1.7296808958053589
297,0.03708626329898834,0.9815430641174316,-1.7338403463363647
298,0.03673192113637924,0.9817187190055847,-1.7379933595657349
299,0.03638068214058876,0.9818923473358154,-1.7421377897262573
300,0.036032550036907196,0.9820646643638611,-1.7462904453277588
301,0.03568754717707634,0.9822355508804321,-1.750448226928711
302,0.03534562885761261,0.982405424118042,-1.754621148109436
303,0.035006776452064514,0.9825732111930847,-1.7587826251983643
304,0.034670937806367874,0.9827394485473633,-1.762945294380188
305,0.03433814272284508,0.9829044342041016,-1.7671165466308594
306,0.03400831297039986,0.9830682873725891,-1.771299123764038
307,0.033681489527225494,0.9832302331924438,-1.7754729986190796
308,0.033357564359903336,0.9833901524543762,-1.7796343564987183
309,0.03303665295243263,0.9835500717163086,-1.783836007118225
310,0.03271859511733055,0.98370760679245,-1.7880151271820068
311,0.03240343555808067,0.9838637709617615,-1.7921979427337646
312,0.032091133296489716,0.9840190410614014,-1.7963972091674805
313,0.03178168460726738,0.9841721653938293,-1.8005784749984741
314,0.031475089490413666,0.9843241572380066,-1.8047691583633423
315,0.031171265989542007,0.9844750761985779,-1.80897057056427
316,0.03087024763226509,0.9846242070198059,-1.8131624460220337
317,0.030571991577744484,0.9847723245620728,-1.817366361618042
318,0.030276469886302948,0.9849191308021545,-1.8215736150741577
319,0.029983684420585632,0.9850645661354065,-1.8257821798324585
320,0.02969360537827015,0.9852082133293152,-1.829979419708252
321,0.029406193643808365,0.9853509068489075,-1.8341892957687378
322,0.02912144549190998,0.9854918122291565,-1.8383867740631104
323,0.0288393571972847,0.9856319427490234,-1.8426018953323364
324,0.02855989709496498,0.9857710003852844,-1.8468255996704102
325,0.028283029794692993,0.9859082102775574,-1.8510338068008423
326,0.02800873853266239,0.9860444664955139,-1.8552535772323608
327,0.02773704007267952,0.9861792922019958,-1.8594697713851929
328,0.027467889711260796,0.9863129258155823,-1.8636894226074219
329,0.02720123715698719,0.9864455461502075,-1.8679180145263672
