,loss_crab_cnot,fid_crab_cnot,inf_crab_cnot
0,4.009672636915833,0.24879238508062337,-0.12424001831821896
1,4.013967698286231,0.24825707337690542,-0.12393064961655127
2,4.009257396969701,0.24884422536403536,-0.124269989694241
3,4.00682868342956,0.2491471680637035,-0.12444517689890423
4,4.0091151075979985,0.24886195496305705,-0.12428024050792473
5,4.01053423727634,0.248684974342009,-0.12417792555515893
6,4.013258529290141,0.24834550136631736,-0.12398173895227386
7,4.009844191746896,0.24877096307608917,-0.12422763382486976
8,4.009736476890306,0.24878433932317673,-0.12423536686197678
9,4.009405096526587,0.24882570714426927,-0.12425928317796531
10,4.009992789817604,0.24875247401043757,-0.12421694520664218
11,4.010623662730524,0.24867382169681562,-0.12417147886348906
12,4.009494247802369,0.24881457391068104,-0.12425284650124643
13,4.006750623221842,0.24915683185811272,-0.12445076648905568
14,4.009711264098091,0.24878763033417345,-0.12423726947279987
15,4.00990524300218,0.24876347339496804,-0.12422330397231131
16,4.013354728181926,0.24833342788344792,-0.12397476313441338
17,4.009728153868392,0.24878554500593966,-0.12423606389455802
18,4.008948183150124,0.24888276368983153,-0.12429227190541936
19,4.009793224394054,0.24877735622201377,-0.12423132979464072
20,4.009669968810956,0.24879274965704665,-0.1242402290902667
21,4.011449423143907,0.24857074728054487,-0.12411190210288264
22,4.008427725506342,0.2489477468229885,-0.12432984664829887
23,4.009835135778933,0.24877204115436524,-0.12422825707524922
24,4.009853780265568,0.2487697621450978,-0.12422693955286995
25,4.009571218258477,0.24880512545224118,-0.12424738395176914
26,4.0180386928157965,0.24775019867526968,-0.12363791828855941
27,4.009670665320496,0.24879258815903454,-0.12424013572363858
28,4.009190698587193,0.2488524638798443,-0.12427475296931241
29,4.010775381822238,0.24865490839076895,-0.12416054640658314
30,4.0110040132510365,0.24862640488196389,-0.12414407104535981
31,4.010150945120735,0.2487326909102557,-0.12420550879211394
32,4.006990360786357,0.24912689389708348,-0.12443345044673905
33,4.010824224327308,0.2486487383539052,-0.12415698000016007
34,4.011524130168454,0.24856157216502636,-0.12410659930464951
35,4.009395724156973,0.24882679013611586,-0.12425990931457098
36,4.0026008425852595,0.24967505155077216,-0.12475061293448492
37,4.009434441765691,0.2488220840617665,-0.12425718848308727
38,4.009806652415633,0.24877550048023064,-0.12423025696033857
39,4.0070225346701225,0.24912292182590368,-0.12443115306250943
40,4.009743400714054,0.24878356070802615,-0.12423491672747362
41,4.004670178857969,0.24941656415382413,-0.12460102398898958
42,4.013341803697083,0.2483350712778597,-0.12397571264837519
43,4.009672535054431,0.2487922913050912,-0.12423996410392077
44,4.008760303843697,0.24890613254047367,-0.12430578393825902
45,4.014946003444052,0.2481351838436806,-0.12386023769954504
46,4.006472521873571,0.24919155342237354,-0.12447085022035045
47,4.008123823881058,0.2489855307118853,-0.12435169565701572
48,4.008068386629938,0.24899245954837132,-0.1243557024630843
49,4.00961254188892,0.24879985947952973,-0.12424433950225018
50,4.008982153063989,0.24887842101180258,-0.12428976098493794
51,4.001648783233594,0.24979397429759642,-0.12481945189044966
52,3.994267927157703,0.2507168909391558,-0.12535405750513107
53,4.0033386547441845,0.24958285177011372,-0.12469725019332954
54,4.003980092804869,0.24950276220671688,-0.12465090183955502
55,4.0042259133755085,0.24947208088728356,-0.1246331476697892
56,4.003768478853031,0.24952913978748484,-0.12466616617167492
57,4.003555900743949,0.2495557434047587,-0.124681561851354
58,4.004946818475584,0.24938206225383194,-0.12458106133101708
59,4.004786796503839,0.24940199035957114,-0.12459259153940963
60,4.004945208515376,0.2493821557885395,-0.1245811154485752
61,4.0048506932337515,0.24939402795588084,-0.12458798453326311
62,4.004692700734445,0.24941381768640827,-0.12459943486058057
63,4.005051623155916,0.24936896856237267,-0.12457348561497611
64,4.004459134328862,0.24944294012983448,-0.1246162856395412
65,4.004933437352873,0.24938371720840619,-0.12458201886000159
66,4.004609097530145,0.24942424914407205,-0.12460547061781842
67,4.004437532294385,0.24944561611433977,-0.12461783404596918
68,4.004272602905172,0.2494661311809286,-0.12462970487395005
69,4.00406750079276,0.24949181659558478,-0.12464456792703393
70,4.003843911825702,0.24951986754561153,-0.12466080039557673
71,4.003636980924202,0.249545647052641,-0.1246757189649868
72,4.003395781385632,0.2495757018506692,-0.12469311228713256
73,4.00319162312201,0.24960120583436027,-0.12470787250696308
74,4.002939434300042,0.24963263156496998,-0.1247260605788102
75,4.002693109735577,0.249663517925373,-0.12474393722500718
76,4.002421699693475,0.2496973407555925,-0.12476351430803094
77,4.00217266764804,0.24972853239083095,-0.12478156920425383
78,4.001870020491911,0.24976625352550175,-0.12480340462406891
79,4.001565362515337,0.24980456492866407,-0.12482558285306583
80,4.0012435178687475,0.24984456872928065,-0.12484874200904299
81,4.000976929354669,0.24987798094634567,-0.12486808608636514
82,4.000668182855655,0.24991640088752015,-0.12489033046173438
83,4.000400239152498,0.2499499418866998,-0.1249097509590928
84,4.000128654987289,0.24998395650527416,-0.12492944657268952
85,3.9997754442956692,0.25002803411916735,-0.12495497032937979
86,3.9994232160556313,0.25007202540277323,-0.1249804455910446
87,3.999140813145921,0.25010732114238216,-0.1250008863616318
88,3.9987908814783926,0.2501511415783593,-0.12502626536604272
89,3.998474710899689,0.2501907797674505,-0.12504922346168332
90,3.9982145658882113,0.2502232034568307,-0.12506800388404712
91,3.997784413727254,0.25027704747444235,-0.12509919316534818
92,3.997549843528497,0.2503063831736563,-0.12511618688484338
93,3.9975069531440917,0.25031167332975224,-0.125119251461699
94,3.997336080056886,0.25033316550061646,-0.12513170205573146
95,3.9970151188041907,0.2503732956976603,-0.12515495076945823
96,3.997624306968394,0.25029704484496984,-0.12511077726247322
97,3.997282798257652,0.25033981346582374,-0.12513555334976526
98,3.997150279474914,0.2503563818184756,-0.1251451518635669
99,3.9967882598871993,0.2504016051090103,-0.1251713520705615
100,3.996681261648824,0.25041498236264886,-0.12517910251308886
101,3.9979485955258514,0.25025654285166565,-0.12508731554745886
102,3.9974880884822137,0.25031414889868775,-0.1251206855612643
103,3.997210593152458,0.25034877992330534,-0.12514074784503734
104,3.9967548334592005,0.2504058917463101,-0.12517383562476989
105,3.9966981164042887,0.25041296162120324,-0.12517793173771893
106,3.9964190263856283,0.2504477584930316,-0.1251980927589503
107,3.99617161580281,0.2504787410514949,-0.12521604458609378
